feature_id|feature_name|feature_class|state_name|state_numeric|county_name|county_numeric|map_name|date_created|date_edited|bgn_type|bgn_authority|bgn_date|prim_lat_dms|prim_long_dms|prim_lat_dec|prim_long_dec|source_lat_dms|source_long_dms|source_lat_dec|source_long_dec
197499|Bone Basin|Basin|Colorado|08|Gunnison|051|Cumberland Pass|07/01/1992|||||384248N|1062746W|38.7133283|-106.4628048|||0.0|0.0
197502|Carbonate Hill|Summit|Colorado|08|Gunnison|051|Cumberland Pass|07/01/1992|11/17/2018||||384415N|1062931W|38.7373615|-106.4918319|||0.0|0.0
197503|Cooper Lake|Lake|Colorado|08|Hinsdale|053|Redcloud Peak|07/01/1992|02/04/2019||||375841N|1072716W|37.9781167|-107.4544367|||0.0|0.0
197511|Tincup Gulch|Valley|Colorado|08|Gunnison|051|Cumberland Pass|07/01/1992|11/17/2018||||384356N|1062826W|38.7321315|-106.474004|384247N|1062856W|38.7131222|-106.4823353
197512|Iowa Gulch|Valley|Colorado|08|Chaffee|015|Winfield|07/01/1992|03/08/2018||||385948N|1062311W|38.996632|-106.3863808|385816N|1062326W|38.9712269|-106.3905746
197513|Lulu Gulch|Valley|Colorado|08|Chaffee|015|Winfield|07/01/1992|03/07/2018||||385854N|1062644W|38.9818018|-106.4456091|385748N|1062617W|38.9632762|-106.4381928
197514|Snowblind Gulch|Valley|Colorado|08|Gunnison|051|Whitepine|07/01/1992|03/08/2018||||383018N|1062525W|38.5049337|-106.4235443|383045N|1062502W|38.5123704|-106.417199
197515|Egg Rock Creek|Stream|Colorado|08|Gunnison|051|Whitepine|07/01/1992|||||383127N|1062527W|38.5241623|-106.4241938|383204N|1062503W|38.5344444|-106.4175
197516|East Canyon Creek|Stream|Colorado|08|Gunnison|051|Whitepine|07/01/1992|||||383225N|1062624W|38.5402732|-106.4400275|383340N|1062602W|38.5611111|-106.4338889
197517|Lake Gulch|Valley|Colorado|08|Chaffee|015|Cumberland Pass|07/01/1992|02/14/2018||||384155N|1062234W|38.6986134|-106.3762299|384252N|1062305W|38.7143241|-106.3848375
197518|Woodchopper Creek|Stream|Colorado|08|Chaffee|015|Cumberland Pass|07/01/1992|||||384144N|1062344W|38.6955512|-106.3955809|384244N|1062451W|38.7122222|-106.4141667
197520|Spring Branch|Stream|Colorado|08|Gunnison|051|Cumberland Pass|07/01/1992|||||383920N|1062721W|38.6555507|-106.4558606|383913N|1062613W|38.6536111|-106.4369444
197521|Sawmill Gulch|Valley|Colorado|08|Gunnison|051|Cumberland Pass|07/01/1992|11/17/2018||||383947N|1062805W|38.6629475|-106.4680447|384022N|1062931W|38.6726759|-106.4918091
197522|Graphite Creek|Stream|Colorado|08|Gunnison|051|Cumberland Pass|07/01/1992|||||384044N|1062754W|38.6788839|-106.4650272|384050N|1062622W|38.6805556|-106.4394444
197523|Payne Gulch|Valley|Colorado|08|Gunnison|051|Cumberland Pass|07/01/1992|02/27/2018||||384102N|1062825W|38.6838024|-106.4736984|384127N|1062843W|38.6909152|-106.4786312
197530|Vega Reservoir|Reservoir|Colorado|08|Mesa|077|Vega Reservoir|07/01/1992|02/06/2019||||391324N|1074743W|39.2233119|-107.7954152|||0.0|0.0
197532|Trickle Reservoir|Reservoir|Colorado|08|Delta|029|Leon Peak|07/01/1992|02/06/2019||||390201N|1074745W|39.0336842|-107.7959589|||0.0|0.0
197533|Twin Lakes|Lake|Colorado|08|Delta|029|Leon Peak|07/01/1992|07/23/2020||||390403N|1075041W|39.0676193|-107.8446737|||0.0|0.0
197540|Williams Creek Lake|Lake|Colorado|08|Gunnison|051|Paonia Reservoir|07/01/1992|02/06/2019||||385956N|1071821W|38.9990239|-107.3058481|||0.0|0.0
197546|Vincent Reservoirs|Reservoir|Colorado|08|Mesa|077|Lands End|07/01/1992|||||390307N|1081418W|39.051926|-108.2384146|||0.0|0.0
197554|Ute Creek Reservoir|Reservoir|Colorado|08|Grand|049|Ute Peak|07/01/1992|02/06/2019||||395017N|1060543W|39.838173|-106.0953853|||0.0|0.0
197557|Lake Catamount|Reservoir|Colorado|08|Routt|107|Blacktail Mountain|07/01/1992|11/20/2019||||402114N|1064826W|40.3538242|-106.8071145|||0.0|0.0
197559|East Branch Reservoir|Reservoir|Colorado|08|Grand|049|Ute Peak|07/01/1992|02/06/2019||||395022N|1060441W|39.8394372|-106.0779964|||0.0|0.0
197566|Spinney Mountain Reservoir|Reservoir|Colorado|08|Park|093|Guffey NW|07/01/1992|02/04/2019||||385910N|1053835W|38.9861246|-105.6431423|||0.0|0.0
197568|Williams Hamm Ditch|Stream|Colorado|08|Chaffee|015|Salida West|07/01/1992|||||383314N|1060009W|38.5538859|-106.0025134|383551N|1060429W|38.5975|-106.0747222
197569|Murry Ditch|Stream|Colorado|08|Chaffee|015|Salida West|07/01/1992|||||383147N|1060113W|38.5297194|-106.0202919|383036N|1060421W|38.51|-106.0725
197571|Del Monte Ditch|Stream|Colorado|08|Chaffee|015|Salida West|07/01/1992|||||383014N|1060448W|38.5038864|-106.0800162|383048N|1060228W|38.5133333|-106.0411111
197575|Porter Canyon|Valley|Colorado|08|Pueblo|101|Saint Charles Peak|07/01/1992|12/06/2017||||380555N|1050044W|38.0985178|-105.0121678|380523N|1050143W|38.0895991|-105.0285677
197577|Jack Hall Mountain|Summit|Colorado|08|Fremont|043|Jack Hall Mountain|07/01/1992|12/06/2017||||383238N|1054709W|38.5437936|-105.7857555|||0.0|0.0
197583|Nichols Reservoir|Reservoir|Colorado|08|El Paso|041|Cascade|07/01/1992|10/12/2018|Official|Board Decision|01/01/1994|385814N|1045703W|38.9704982|-104.950868|||0.0|0.0
197584|Sapphire Lake|Reservoir|Colorado|08|El Paso|041|Palmer Lake|07/01/1992|10/12/2018||||390024N|1045942W|39.0067233|-104.9950842|||0.0|0.0
197586|Northfield Reservoir|Reservoir|Colorado|08|El Paso|041|Cascade|07/01/1992|10/12/2018|Official|Board Decision|01/01/1994|385827N|1045636W|38.9742548|-104.9433645|||0.0|0.0
197597|Stanley Reservoir|Reservoir|Colorado|08|El Paso|041|Cascade|07/01/1992|10/12/2018|Official|Board Decision|01/01/1994|385924N|1045549W|38.9900177|-104.9303826|||0.0|0.0
197600|Burnt Mesa Ditch|Stream|Colorado|08|Routt|107|Yampa|07/01/1992|||||400926N|1065744W|40.1572054|-106.9622709|400801N|1070104W|40.1335943|-107.0178277
197608|Divide Reservoir|Reservoir|Colorado|08|Dolores|033|Dolores Peak|07/01/1992|02/21/2019||||374614N|1080727W|37.7704168|-108.1240734|||0.0|0.0
197609|Tom Akin Reservoir|Reservoir|Colorado|08|Dolores|033|Dolores Peak|07/01/1992|02/21/2019||||374825N|1080437W|37.8068682|-108.0769807|||0.0|0.0
197617|Mount Elbert Forebay|Reservoir|Colorado|08|Lake|065|Granite|07/01/1992|10/29/2018||||390626N|1062132W|39.1070916|-106.3589349|||0.0|0.0
197622|Cold Reservoir|Reservoir|Colorado|08|Dolores|033|Dolores Peak|07/01/1992|02/21/2019||||374713N|1080522W|37.7868572|-108.0894422|||0.0|0.0
197623|Parson Gulch|Valley|Colorado|08|San Juan|111|Handies Peak|07/01/1992|02/27/2018||||375324N|1073545W|37.8898945|-107.595728|375407N|1073545W|37.901821|-107.5957692
197626|Mayflower Tailings Pond|Reservoir|Colorado|08|Summit|117|Copper Mountain|07/01/1992|05/24/2023||||392603N|1061040W|39.4342285|-106.1778241|||0.0|0.0
197627|Strontia Springs Reservoir|Reservoir|Colorado|08|Douglas|035|Platte Canyon|07/01/1992|02/04/2019||||392536N|1050805W|39.4265825|-105.1345968|||0.0|0.0
197643|Jefferson Lake Fork|Stream|Colorado|08|Park|093|Jefferson|07/01/1992|||||392617N|1055137W|39.438043|-105.8602899|392913N|1055217W|39.4869444|-105.8713889
197648|Oxide Tailings Pond|Reservoir|Colorado|08|Eagle|037|Copper Mountain|07/01/1992|07/23/2020||||392409N|1061341W|39.4023766|-106.2280992|||0.0|0.0
197655|Abyss Lake|Lake|Colorado|08|Clear Creek|019|Mount Blue Sky|07/01/1992|02/04/2019||||393507N|1053932W|39.5852955|-105.6588348|||0.0|0.0
197664|Old French Pass|Gap|Colorado|08|Park|093|Boreas Pass|07/01/1992|||||392554N|1055646W|39.4316543|-105.9461265|||0.0|0.0
197666|Bankers Tank|Reservoir|Colorado|08|Summit|117|Boreas Pass|07/01/1992|||||392428N|1055951W|39.4077658|-105.9975172|||0.0|0.0
197668|Dyer Placer Ditch|Canal|Colorado|08|Park|093|Alma|07/01/1992|||||391609N|1060631W|39.2691563|-106.108631|||0.0|0.0
197669|Mosquito Creek Ditch|Canal|Colorado|08|Park|093|Alma|07/01/1992|||||391645N|1060447W|39.2791562|-106.0797415|||0.0|0.0
197672|Agnes Vaille Falls|Falls|Colorado|08|Chaffee|015|Mount Antero|07/01/1992|10/04/2007|Official|Board Decision|10/03/2007|384314N|1061404W|38.7205523|-106.2344653|||0.0|0.0
197674|Chalk Lake|Lake|Colorado|08|Chaffee|015|Mount Antero|07/01/1992|10/29/2018||||384240N|1061403W|38.7110262|-106.2341113|||0.0|0.0
197683|Dead Buck Reservoir|Reservoir|Colorado|08|Eagle|037|Edwards|09/01/1992|02/06/2019||||393954N|1063354W|39.665095|-106.5649635|||0.0|0.0
197684|Lost Reservoir Number One|Reservoir|Colorado|08|Eagle|037|Edwards|09/01/1992|02/06/2019||||394033N|1063501W|39.6758532|-106.5836833|||0.0|0.0
197685|Lost Reservoir Number Two|Reservoir|Colorado|08|Eagle|037|Edwards|09/01/1992|02/06/2019||||394027N|1063450W|39.6742418|-106.5806382|||0.0|0.0
197686|Lost Reservoir Number Three|Reservoir|Colorado|08|Eagle|037|Edwards|09/01/1992|02/06/2019||||394105N|1063446W|39.6846531|-106.5795652|||0.0|0.0
197687|Indian Grove Reservoir|Reservoir|Colorado|08|Eagle|037|Edwards|09/01/1992|12/18/2024||||394219N|1063526W|39.70532|-106.59069|||0.0|0.0
197688|Tames Number One Reservoir|Reservoir|Colorado|08|Eagle|037|Edwards|09/01/1992|02/06/2019||||394050N|1063613W|39.680537|-106.6036224|||0.0|0.0
197689|Tames Number Two Reservoir|Reservoir|Colorado|08|Eagle|037|Edwards|09/01/1992|02/06/2019||||394039N|1063616W|39.6775836|-106.6043642|||0.0|0.0
197690|Spring Creek Number One Reservoir|Reservoir|Colorado|08|Eagle|037|Edwards|09/01/1992|02/06/2019||||394036N|1063648W|39.6767065|-106.6132093|||0.0|0.0
197691|Spring Creek Number Two Reservoir|Reservoir|Colorado|08|Eagle|037|Edwards|09/01/1992|02/06/2019||||394045N|1063655W|39.6792024|-106.6153582|||0.0|0.0
197692|West Beard Reservoir|Reservoir|Colorado|08|Eagle|037|Edwards|09/01/1992|02/06/2019||||394120N|1063509W|39.6889995|-106.5857451|||0.0|0.0
197693|East Beard Reservoir|Reservoir|Colorado|08|Eagle|037|Edwards|09/01/1992|02/06/2019||||394136N|1063500W|39.6934085|-106.5832067|||0.0|0.0
197694|Lower Beard Number One Reservoir|Reservoir|Colorado|08|Eagle|037|Edwards|09/01/1992|02/06/2019||||394049N|1063514W|39.680245|-106.5872157|||0.0|0.0
197695|Alex Spring Reservoir|Reservoir|Colorado|08|Eagle|037|Wolcott|09/01/1992|02/06/2019||||394315N|1063730W|39.7209287|-106.6250154|||0.0|0.0
197697|Fez Spring|Spring|Colorado|08|Eagle|037|Edwards|09/01/1992|||||394419N|1063715W|39.7385976|-106.6208674|||0.0|0.0
197698|Jouflas Spring Reservoir|Reservoir|Colorado|08|Eagle|037|Edwards|09/01/1992|12/18/2024||||394412N|1063637W|39.73678|-106.61024|||0.0|0.0
197699|Ute Spring Reservoir|Reservoir|Colorado|08|Eagle|037|Edwards|09/01/1992|02/06/2019||||394326N|1063721W|39.7238745|-106.6224471|||0.0|0.0
197700|James Spring Reservoir|Reservoir|Colorado|08|Eagle|037|Edwards|09/01/1992|02/06/2019||||394406N|1063525W|39.7349453|-106.5903529|||0.0|0.0
197723|Red Feather Highlands|Area|Colorado|08|Larimer|069|Haystack Gulch|09/01/1992|||||404559N|1052752W|40.76637|-105.4644355|||0.0|0.0
197726|Lazy Acres|Populated Place|Colorado|08|Boulder|013|Boulder|09/01/1992|01/12/2011||||400536N|1051958W|40.0933189|-105.3327697|||0.0|0.0
197727|Pine Brook Hill|Populated Place|Colorado|08|Boulder|013|Boulder|09/01/1992|01/12/2011||||400300N|1051853W|40.0499857|-105.3147137|||0.0|0.0
197730|Joder Reservoir|Reservoir|Colorado|08|Boulder|013|Boulder|09/01/1992|02/06/2019||||400641N|1051705W|40.1114307|-105.284613|||0.0|0.0
197731|Tall Timber|Populated Place|Colorado|08|Boulder|013|Boulder|09/01/1992|01/12/2011||||400052N|1052106W|40.0144304|-105.3516594|||0.0|0.0
197732|Seven Hills|Populated Place|Colorado|08|Boulder|013|Boulder|09/01/1992|01/12/2011||||400135N|1051843W|40.0263747|-105.3119359|||0.0|0.0
197761|Lake Shore Park|Populated Place|Colorado|08|Boulder|013|Eldorado Springs|09/01/1992|06/07/2022||||395732N|1052201W|39.9588753|-105.3669377|||0.0|0.0
197770|Panhandle Reservoir|Reservoir|Colorado|08|Larimer|069|South Bald Mountain|09/01/1992|02/07/2019||||405110N|1053901W|40.8527109|-105.6503483|||0.0|0.0
197776|Arrowood|Populated Place|Colorado|08|Boulder|013|Allenspark|09/01/1992|06/07/2022||||401114N|1053039W|40.1872073|-105.5108321|||0.0|0.0
197779|Timberline Falls|Falls|Colorado|08|Boulder|013|Allenspark|09/01/1992|||||400808N|1053335W|40.1355412|-105.5597227|||0.0|0.0
197786|Clark Spring Reservoir|Reservoir|Colorado|08|Eagle|037|Edwards|09/01/1992|02/06/2019||||394409N|1063528W|39.7359222|-106.5910185|||0.0|0.0
197795|Blue Lake|Lake|Colorado|08|Clear Creek|019|Berthoud Pass|09/01/1992|10/22/2019||||394734N|1054526W|39.7928752|-105.7572689|||0.0|0.0
197798|Berthoud Falls|Populated Place|Colorado|08|Clear Creek|019|Berthoud Pass|09/01/1992|06/07/2022||||394615N|1054831W|39.7708203|-105.8086195|||0.0|0.0
197807|Gold Run|Populated Place|Colorado|08|Boulder|013|Gold Hill|09/01/1992|06/07/2022||||400315N|1052441W|40.0541527|-105.4113836|||0.0|0.0
197808|Bark Ranch|Populated Place|Colorado|08|Boulder|013|Gold Hill|09/01/1992|01/12/2011||||400703N|1052622W|40.1174856|-105.4394403|||0.0|0.0
197809|Hidden Lake|Populated Place|Colorado|08|Boulder|013|Gold Hill|09/01/1992|01/12/2011||||400636N|1052843W|40.1099857|-105.4786084|||0.0|0.0
197810|Mountain Meadows|Populated Place|Colorado|08|Boulder|013|Gold Hill|09/01/1992|01/12/2011||||400126N|1052250W|40.023875|-105.3805493|||0.0|0.0
197813|Pocahontas Lake|Lake|Colorado|08|Larimer|069|Red Feather Lakes|09/01/1992|02/07/2019||||404825N|1053555W|40.8068978|-105.5985172|||0.0|0.0
197816|Silver Springs|Populated Place|Colorado|08|Boulder|013|Gold Hill|09/01/1992|06/07/2022||||400056N|1052716W|40.015542|-105.4544406|||0.0|0.0
197824|Pine Valley|Populated Place|Colorado|08|Boulder|013|Raymond|09/01/1992|06/07/2022||||401130N|1052859W|40.1916517|-105.4830532|||0.0|0.0
197826|Left Hand Reservoir|Reservoir|Colorado|08|Boulder|013|Ward|09/01/1992|03/09/2020||||400404N|1053345W|40.0676418|-105.562615|||0.0|0.0
197856|Koser Spring|Spring|Colorado|08|Jefferson|059|Saddleback Mountain|09/01/1992|||||394237N|1052336W|39.7102658|-105.3933272|||0.0|0.0
197864|Fall River Reservoir|Reservoir|Colorado|08|Clear Creek|019|Empire|09/01/1992|10/22/2019||||394916N|1054134W|39.821179|-105.6926577|||0.0|0.0
197899|Windy Gap Reservoir|Reservoir|Colorado|08|Grand|049|Granby|09/01/1992|02/06/2019||||400618N|1055850W|40.1048654|-105.9805632|||0.0|0.0
197904|Ridgewood|Populated Place|Colorado|08|Boulder|013|Tungsten|09/01/1992|06/07/2022||||395757N|1052525W|39.9658199|-105.4236062|||0.0|0.0
197905|Aspen Meadows|Populated Place|Colorado|08|Boulder|013|Tungsten|09/01/1992|06/07/2022||||395835N|1052448W|39.9763754|-105.4133281|||0.0|0.0
197906|Saint Ann Highlands|Populated Place|Colorado|08|Boulder|013|Tungsten|09/01/1992|01/12/2011||||395913N|1052722W|39.986931|-105.4561073|||0.0|0.0
197907|Whispering Pine|Populated Place|Colorado|08|Boulder|013|Tungsten|09/01/1992|06/07/2022||||395811N|1052909W|39.969709|-105.4858304|||0.0|0.0
197908|Bonanza Mountain Estates|Populated Place|Colorado|08|Boulder|013|Tungsten|09/01/1992|01/12/2011||||395836N|1052849W|39.9766535|-105.4802747|||0.0|0.0
197911|Pine Reservoir|Reservoir|Colorado|08|Dolores|033|Secret Canyon|01/01/1992|02/21/2019|Official|Board Decision|01/01/1992|375032N|1084935W|37.8421952|-108.8264332|||0.0|0.0
197912|Darley Mountain|Summit|Colorado|08|Hinsdale|053|Handies Peak|10/01/1992|06/24/2019|Official|Board Decision|01/01/1992|375858N|1073517W|37.9827669|-107.5881045|||0.0|0.0
197914|Crow Valley Hill|Summit|Colorado|08|Weld|123|Reno Reservoir|11/01/1992|02/14/2020||||404523N|1042801W|40.7564939|-104.4669351|||0.0|0.0
197924|Agate Mountain|Summit|Colorado|08|Park|093|Agate Mountain|11/01/1992|11/01/2017||||384720N|1054718W|38.7889777|-105.7883275|||0.0|0.0
197926|Big Beaver Reservoir|Reservoir|Colorado|08|Mesa|077|Mesa Lakes|11/01/1992|02/06/2019||||390458N|1080204W|39.0828504|-108.0345021|||0.0|0.0
197931|Mesa Lakes Resort|Populated Place|Colorado|08|Mesa|077|Mesa Lakes|11/01/1992|06/07/2022||||390257N|1080529W|39.0491473|-108.0914625|||0.0|0.0
197937|Gunn Reservoir Number Three|Reservoir|Colorado|08|Weld|123|Eastman Creek SE|10/01/1992|12/18/2024||||404810N|1043726W|40.80267|-104.62392|||0.0|0.0
197971|Howard Reservoir|Reservoir|Colorado|08|Weld|123|Baker Draw|10/01/1992|12/18/2024||||404258N|1042247W|40.71603|-104.37975|||0.0|0.0
198001|Caribou City|Populated Place|Colorado|08|Boulder|013|Nederland|10/01/1992|06/07/2022||||395924N|1053046W|39.9899868|-105.5127758|||0.0|0.0
198019|Oasis Spring|Spring|Colorado|08|Weld|123|Reno Reservoir|10/01/1992|04/18/2011||||405135N|1042327W|40.8596748|-104.3907691|||0.0|0.0
198115|Bill Couch Mountain|Summit|Colorado|08|Jefferson|059|Indian Hills|12/01/1992|06/29/2019|Official|Board Decision|01/01/1992|393213N|1050935W|39.536996|-105.1597636|||0.0|0.0
198116|Adams County|Civil|Colorado|08|Adams|001|Roper School|02/01/1993|01/16/2026||||395225N|1042016W|39.8736471|-104.3378954|||0.0|0.0
198117|Alamosa County|Civil|Colorado|08|Alamosa|003|Hooper SE|02/01/1993|01/16/2026||||373422N|1054718W|37.5728931|-105.7882882|||0.0|0.0
198118|Arapahoe County|Civil|Colorado|08|Arapahoe|005|Strasburg|02/01/1993|01/17/2026||||393859N|1042021W|39.6497704|-104.3392763|||0.0|0.0
198119|Archuleta County|Civil|Colorado|08|Archuleta|007|Oakbrush Hill|02/01/1993|01/16/2026||||371137N|1070254W|37.1936094|-107.0482883|||0.0|0.0
198120|Baca County|Civil|Colorado|08|Baca|009|Bisonte|02/01/1993|01/17/2026||||371909N|1023338W|37.3191788|-102.5604766|||0.0|0.0
198121|Bent County|Civil|Colorado|08|Bent|011|Toonerville NE|02/01/1993|01/16/2026||||375718N|1030418W|37.9550856|-103.0717046|||0.0|0.0
198122|Boulder County|Civil|Colorado|08|Boulder|013|Boulder|02/01/1993|01/16/2026||||400533N|1052128W|40.0924647|-105.3577042|||0.0|0.0
198123|Chaffee County|Civil|Colorado|08|Chaffee|015|Mount Antero|02/01/1993|01/16/2026||||384449N|1061139W|38.7469031|-106.1940667|||0.0|0.0
198124|Cheyenne County|Civil|Colorado|08|Cheyenne|017|Firstview|02/01/1993|01/16/2026||||384941N|1023612W|38.8279397|-102.6033958|||0.0|0.0
198125|Clear Creek County|Civil|Colorado|08|Clear Creek|019|Georgetown|02/01/1993|01/17/2026||||394121N|1053840W|39.6890539|-105.6443635|||0.0|0.0
198126|Conejos County|Civil|Colorado|08|Conejos|021|Vicente Canyon|02/01/1993|01/17/2026||||371202N|1061130W|37.2006879|-106.1916278|||0.0|0.0
198127|Costilla County|Civil|Colorado|08|Costilla|023|Fort Garland SW|02/01/1993|01/16/2026||||371641N|1052542W|37.2779523|-105.4282497|||0.0|0.0
198128|Crowley County|Civil|Colorado|08|Crowley|025|Nero Hill|02/01/1993|01/16/2026||||381936N|1034705W|38.3266611|-103.7848257|||0.0|0.0
198129|Custer County|Civil|Colorado|08|Custer|027|Rosita|02/01/1993|01/16/2026||||380631N|1052203W|38.1086779|-105.3674718|||0.0|0.0
198130|Delta County|Civil|Colorado|08|Delta|029|Lazear|02/01/1993|01/16/2026||||385141N|1075146W|38.8613738|-107.8628768|||0.0|0.0
198131|Denver County|Civil|Colorado|08|Denver|031|Commerce City|02/01/1993|01/16/2026||||394543N|1045233W|39.7619791|-104.8757684|||0.0|0.0
198132|Dolores County|Civil|Colorado|08|Dolores|033|Glade Mountain|02/01/1993|01/17/2026||||374506N|1083102W|37.7516108|-108.5172653|||0.0|0.0
198133|Douglas County|Civil|Colorado|08|Douglas|035|Dawson Butte|02/01/1993|01/17/2026||||391947N|1045546W|39.3297853|-104.9293372|||0.0|0.0
198134|Eagle County|Civil|Colorado|08|Eagle|037|Wolcott|02/01/1993|01/16/2026||||393740N|1064143W|39.6278256|-106.6952993|||0.0|0.0
198135|El Paso County|Civil|Colorado|08|El Paso|041|Corral Bluffs|02/01/1993|01/17/2026||||384956N|1043132W|38.8321052|-104.5255024|||0.0|0.0
198136|Elbert County|Civil|Colorado|08|Elbert|039|Bijou SW|02/01/1993|01/17/2026||||391711N|1040808W|39.2865167|-104.135676|||0.0|0.0
198137|Fremont County|Civil|Colorado|08|Fremont|043|McIntyre Hills|02/01/1993|01/16/2026||||382823N|1052622W|38.473073|-105.439526|||0.0|0.0
198138|Garfield County|Civil|Colorado|08|Garfield|045|Anvil Points|02/01/1993|01/16/2026||||393558N|1075414W|39.5993072|-107.9039562|||0.0|0.0
198139|Gilpin County|Civil|Colorado|08|Gilpin|047|Central City|02/01/1993|01/16/2026||||395127N|1053121W|39.8575436|-105.5226212|||0.0|0.0
198140|Grand County|Civil|Colorado|08|Grand|049|Hot Sulphur Springs|02/01/1993|01/17/2026||||400609N|1060706W|40.1026149|-106.1183583|||0.0|0.0
198141|Gunnison County|Civil|Colorado|08|Gunnison|051|Squirrel Creek|02/01/1993|01/17/2026||||384000N|1070154W|38.6667977|-107.0317001|||0.0|0.0
198142|Hinsdale County|Civil|Colorado|08|Hinsdale|053|Finger Mesa|02/01/1993|01/16/2026||||374917N|1071801W|37.8213416|-107.3003118|||0.0|0.0
198143|Huerfano County|Civil|Colorado|08|Huerfano|055|Black Hills|02/01/1993|01/16/2026||||374105N|1045738W|37.6846796|-104.9605845|||0.0|0.0
198144|Jackson County|Civil|Colorado|08|Jackson|057|Walden|02/01/1993|01/17/2026||||403959N|1062034W|40.6664327|-106.3427947|||0.0|0.0
198145|Jefferson County|Civil|Colorado|08|Jefferson|059|Conifer|02/01/1993|01/16/2026||||393511N|1051502W|39.5864315|-105.2504693|||0.0|0.0
198146|Kiowa County|Civil|Colorado|08|Kiowa|061|Alkali Lake|02/01/1993|01/17/2026||||382558N|1024425W|38.4326851|-102.7403405|||0.0|0.0
198147|Kit Carson County|Civil|Colorado|08|Kit Carson|063|Stratton|02/01/1993|01/17/2026||||391820N|1023610W|39.3054413|-102.6028874|||0.0|0.0
198148|La Plata County|Civil|Colorado|08|La Plata|067|Durango East|02/01/1993|01/16/2026||||371712N|1075036W|37.2865819|-107.8432707|||0.0|0.0
198149|Lake County|Civil|Colorado|08|Lake|065|Leadville South|02/01/1993|01/16/2026||||391209N|1062041W|39.2023795|-106.3448377|||0.0|0.0
198150|Larimer County|Civil|Colorado|08|Larimer|069|Big Narrows|02/01/1993|01/16/2026||||403959N|1052740W|40.6664192|-105.4611461|||0.0|0.0
198151|Las Animas County|Civil|Colorado|08|Las Animas|071|Lambing Spring|02/01/1993|01/17/2026||||371857N|1040219W|37.3158385|-104.0386998|||0.0|0.0
198152|Lincoln County|Civil|Colorado|08|Lincoln|073|Beckman Lake|02/01/1993|01/16/2026||||385917N|1033050W|38.9880603|-103.5139759|||0.0|0.0
198153|Logan County|Civil|Colorado|08|Logan|075|Galien|02/01/1993|01/17/2026||||404329N|1030636W|40.7246688|-103.1100956|||0.0|0.0
198154|Mesa County|Civil|Colorado|08|Mesa|077|Clifton|02/01/1993|01/17/2026||||390106N|1082759W|39.0182905|-108.4664402|||0.0|0.0
198155|Mineral County|Civil|Colorado|08|Mineral|079|Spar City|02/01/1993|01/16/2026||||374008N|1065527W|37.6689957|-106.9240946|||0.0|0.0
198156|Moffat County|Civil|Colorado|08|Moffat|081|Sunbeam|02/01/1993|01/16/2026||||403706N|1081226W|40.6184222|-108.2072906|||0.0|0.0
198157|Montezuma County|Civil|Colorado|08|Montezuma|083|Cortez|02/01/1993|01/16/2026||||372018N|1083548W|37.338434|-108.5966698|||0.0|0.0
198158|Montrose County|Civil|Colorado|08|Montrose|085|Moore Mesa|02/01/1993|01/16/2026||||382408N|1081610W|38.402156|-108.2694511|||0.0|0.0
198159|Morgan County|Civil|Colorado|08|Morgan|087|Fort Morgan|02/01/1993|01/16/2026||||401546N|1034835W|40.2627444|-103.8098222|||0.0|0.0
198160|Otero County|Civil|Colorado|08|Otero|089|Hawley|02/01/1993|01/16/2026||||375410N|1034259W|37.9027017|-103.7164457|||0.0|0.0
198161|Ouray County|Civil|Colorado|08|Ouray|091|Ridgway|02/01/1993|01/16/2026||||380920N|1074610W|38.1554972|-107.7693168|||0.0|0.0
198162|Park County|Civil|Colorado|08|Park|093|Sulphur Mountain|02/01/1993|01/16/2026||||390710N|1054302W|39.1193385|-105.7172435|||0.0|0.0
198163|Phillips County|Civil|Colorado|08|Phillips|095|Holyoke|02/01/1993|01/16/2026||||403538N|1022127W|40.5938843|-102.3575796|||0.0|0.0
198164|Pitkin County|Civil|Colorado|08|Pitkin|097|Highland Peak|02/01/1993|01/16/2026||||391302N|1065500W|39.2171057|-106.9165777|||0.0|0.0
198165|Prowers County|Civil|Colorado|08|Prowers|099|North Plum Creek NW|02/01/1993|01/16/2026||||375719N|1022336W|37.9551832|-102.393349|||0.0|0.0
198166|Pueblo County|Civil|Colorado|08|Pueblo|101|Southeast Pueblo|02/01/1993|01/16/2026||||381024N|1043046W|38.1734202|-104.5128456|||0.0|0.0
198167|Rio Blanco County|Civil|Colorado|08|Rio Blanco|103|Greasewood Gulch|02/01/1993|01/16/2026||||395847N|1081302W|39.9798357|-108.2172258|||0.0|0.0
198168|Rio Grande County|Civil|Colorado|08|Rio Grande|105|Horseshoe Mountain|02/01/1993|01/16/2026||||373457N|1062300W|37.5825228|-106.3832104|||0.0|0.0
198169|Routt County|Civil|Colorado|08|Routt|107|Cow Creek|02/01/1993|01/16/2026||||402906N|1065928W|40.4850679|-106.9911932|||0.0|0.0
198170|Saguache County|Civil|Colorado|08|Saguache|109|Laughlin Gulch|02/01/1993|01/16/2026|Vacated|Board Decision|02/09/1965|380450N|1061654W|38.0805528|-106.2815556|||0.0|0.0
198171|San Juan County|Civil|Colorado|08|San Juan|111|Silverton|02/01/1993|01/16/2026||||374551N|1074034W|37.7640431|-107.6761473|||0.0|0.0
