feature_id|feature_name|feature_class|state_name|state_numeric|county_name|county_numeric|map_name|date_created|date_edited|bgn_type|bgn_authority|bgn_date|prim_lat_dms|prim_long_dms|prim_lat_dec|prim_long_dec|source_lat_dms|source_long_dms|source_lat_dec|source_long_dec
12522|Toh Dahstini Wash|Stream|Colorado|08|Montezuma|083|Yellow Rock Point East|10/13/1978||Official|Board Decision|01/01/1983|370035N|1090235W|37.0097198|-109.0431593|365528N|1091100W|36.9244436|-109.1834384
12550|Tohache Wash|Stream|Arizona|04|Apache|001|Yellow Rock Point East|02/08/1980|06/15/2009||||370002N|1090139W|37.0005556|-109.0275|365523N|1090500W|36.9230542|-109.083436
45730|Colorado River|Stream|Baja California Norte|02|Not Determined|000||02/08/1980|08/13/2019|Official|Board Decision|01/01/1952|315400N|1145703W|31.9|-114.9508333|402820N|1054934W|40.4722056|-105.8261216
78956|Arkansas River|Stream|Arkansas|05|Desha|041|Rosedale|04/30/1980|08/13/2019|Official|Board Decision|01/01/1959|334630N|0910415W|33.7751096|-91.0709427|391530N|1062038W|39.2583225|-106.3439141
169341|Pinyon Creek|Stream|Colorado|08|Pueblo|101|Pinon|07/01/1990|04/01/2011|Official|Board Decision|01/01/1927|382430N|1043602W|38.4083339|-104.6005282|382430N|1043602W|38.4083339|-104.6005282
169342|Pinnacle Ridge|Ridge|Colorado|08|Hinsdale|053|Courthouse Mountain|07/01/1990|08/11/2021|Official|Board Decision|01/01/1906|380802N|1073009W|38.1338705|-107.5023717|||0.0|0.0
169344|Hidden Brook|Stream|Colorado|08|Boulder|013|Allenspark|08/01/1990|03/15/2007|Official|Board Decision|01/01/1911|401448N|1053208W|40.2466513|-105.5355555|401535N|1053357W|40.2596|-105.5658
169345|Wulsten Baldy|Summit|Colorado|08|Custer|027|Electric Peak|08/01/1990|06/13/2019|Official|Board Decision|01/01/1970|381445N|1054421W|38.2458876|-105.7390608|||0.0|0.0
169346|Barnes Ridge|Ridge|Colorado|08|Garfield|045|Cutoff Gulch|08/01/1990|04/09/2020|Official|Board Decision|01/01/1975|393925N|1081038W|39.6570726|-108.1773503|||0.0|0.0
169347|V Rock|Cliff|Colorado|08|Archuleta|007|Chromo|08/01/1990||Official|Board Decision|01/01/1932|370728N|1064738W|37.1244538|-106.7939245|||0.0|0.0
169348|Rio Grande Palisades|Cliff|Colorado|08|Mineral|079|South Fork West|12/01/1989||Official|Board Decision|01/01/1981|374330N|1064232W|37.7250033|-106.7089312|||0.0|0.0
169349|C J Lateral|Canal|Colorado|08|Montrose|085|Montrose West|04/01/1990||Official|Board Decision|01/01/1979|382724N|1075413W|38.4566535|-107.9036748|||0.0|0.0
169350|Pheney Lateral Ditch|Canal|Colorado|08|Grand|049|Junction Butte|04/01/1990||Official|Board Decision|01/01/1979|400230N|1061810W|40.0416521|-106.3028059|||0.0|0.0
169351|Frosty Park|Flat|Colorado|08|Teller|119|Manitou Springs|04/01/1990||Official|Board Decision|01/01/1979|384520N|1045737W|38.755543|-104.9602508|||0.0|0.0
169352|Elk Park|Flat|Colorado|08|Teller|119|Pikes Peak|04/01/1990||Official|Board Decision|01/01/1979|384545N|1050007W|38.762486|-105.001918|||0.0|0.0
169353|Pueblo Reservoir|Reservoir|Colorado|08|Pueblo|101|Swallows|11/01/1992|10/25/2018||||381603N|1044505W|38.2676212|-104.7513918|||0.0|0.0
169356|Erie Canal|Canal|Colorado|08|Mesa|077|Vega Reservoir|05/01/1991|07/16/2020||||391356N|1074648W|39.2323219|-107.7800846|||0.0|0.0
169358|Slumgullion Slide|Slope|Colorado|08|Hinsdale|053|Lake San Cristobal|02/01/1991|08/21/2015||||375921N|1071548W|37.9891412|-107.2632836|||0.0|0.0
169363|Heeney|Populated Place|Colorado|08|Summit|117|Mount Powell|11/01/2023|11/01/2023||||395221N|1061804W|39.8724857|-106.3011389|||0.0|0.0
169376|Limestone Ridge|Ridge|Colorado|08|Chaffee|015|Buena Vista East|11/01/1991|04/03/2020||||385158N|1060118W|38.8662234|-106.0216663|||0.0|0.0
169377|Crystal Reservoir|Reservoir|Colorado|08|Montrose|085|Cimarron|11/01/1991|08/13/2019||||382949N|1073612W|38.4970114|-107.6032136|||0.0|0.0
169379|Echo Ditch|Canal|Colorado|08|Archuleta|007|Serviceberry Mountain|11/01/1991|||||371359N|1065525W|37.2330621|-106.9236485|||0.0|0.0
169393|Big Lick Reservoir|Lake|Colorado|08|Rio Blanco|103|Sawmill Mountain|12/01/1991|02/11/2019||||400036N|1073733W|40.0100321|-107.6258455|||0.0|0.0
169399|North Michigan Creek Reservoir|Reservoir|Colorado|08|Jackson|057|Clark Peak|12/01/1991|02/04/2019||||403315N|1055945W|40.5542884|-105.9959049|||0.0|0.0
169421|Pioneer Ditch|Stream|Colorado|08|Chaffee|015|Nathrop|07/01/1992|||||383815N|1060536W|38.6374968|-106.0933498|384015N|1060840W|38.67083|-106.1444625
169432|Meadow Creek Reservoir|Reservoir|Colorado|08|Grand|049|Monarch Lake|09/01/1992|02/06/2019||||400317N|1054447W|40.0546593|-105.7464765|||0.0|0.0
169439|Peak Seven West|Populated Place|Colorado|08|Summit|117|Breckenridge|07/01/1993|06/07/2022||||393000N|1060350W|39.499951|-106.063806|||0.0|0.0
169440|Gunbarrel|Populated Place|Colorado|08|Boulder|013|Niwot|07/01/1993|06/07/2022||||400356N|1051115W|40.065482|-105.187523|||0.0|0.0
169441|Yule Lakes|Lake|Colorado|08|Gunnison|051|Marble|10/13/1978|02/06/2019||||390051N|1070733W|39.0140977|-107.1257942|||0.0|0.0
169442|Dillon|Populated Place|Colorado|08|Summit|117|Dillon|10/13/1978|06/07/2022||||393749N|1060236W|39.6302643|-106.0433518|||0.0|0.0
169443|Niwot Ridge|Ridge|Colorado|08|Boulder|013|Monarch Lake|10/13/1978|06/08/2020||||400318N|1053820W|40.0550903|-105.6387888|||0.0|0.0
169444|Cache la Poudre Reservoir Inlet|Canal|Colorado|08|Larimer|069|Timnath|10/13/1978|04/08/2020||||403356N|1045844W|40.5654804|-104.9788925|||0.0|0.0
169445|Federal Heights|Populated Place|Colorado|08|Adams|001|Commerce City|10/13/1978|06/07/2022||||395105N|1045955W|39.8513747|-104.9985922|||0.0|0.0
169446|Littleton|Populated Place|Colorado|08|Arapahoe|005|Littleton|10/13/1978|06/07/2022||||393648N|1050100W|39.613321|-105.0166498|||0.0|0.0
169449|Castle Rock|Populated Place|Colorado|08|Douglas|035|Castle Rock South|10/13/1978|06/07/2022||||392220N|1045122W|39.3722121|-104.8560902|||0.0|0.0
169450|Saguache Reservoir (historical)|Reservoir|Colorado|08|Saguache|109|Saguache|10/13/1978|11/19/2024||||380601N|1060738W|38.1003043|-106.1272021|||0.0|0.0
169451|Neegronda Reservoir|Reservoir|Colorado|08|Kiowa|061|Swede Lake|10/13/1978|04/25/2023||||381811N|1024518W|38.3030043|-102.7550787|||0.0|0.0
169453|Bull Mountain|Summit|Colorado|08|Larimer|069|Sand Creek Pass|10/13/1978|02/15/2020||||405504N|1055005W|40.91765|-105.8346507|||0.0|0.0
169454|Basaltic Hills|Summit|Colorado|08|Costilla|023|Fort Garland SW|02/28/2024|09/29/2024||||371941N|1052858W|37.3280584|-105.4828481|||0.0|0.0
169455|McReynolds Reservoir|Reservoir|Colorado|08|Teller|119|Pikes Peak|07/01/1992|10/25/2018|Official|Board Decision|01/01/1994|384645N|1050018W|38.7791279|-105.0048678|||0.0|0.0
169457|East Branch Highline Canal|Canal|Colorado|08|Adams|001|Fitzsimons|10/13/1978|06/12/2020||||394432N|1044733W|39.7422416|-104.7925793|||0.0|0.0
169458|Hill Ditch Number 2|Canal|Colorado|08|Jackson|057|Boettcher Lake|10/13/1978|||||405225N|1063037W|40.8735839|-106.5103112|||0.0|0.0
169459|Hill Ditch Number 1|Canal|Colorado|08|Jackson|057|Pearl|10/13/1978|||||405300N|1063130W|40.8833058|-106.5250339|||0.0|0.0
169460|Government Ditch Number 2|Canal|Colorado|08|Jackson|057|Kings Canyon|10/13/1978|||||405233N|1061422W|40.8758086|-106.2394675|||0.0|0.0
169461|North Park Ditch Number 5|Canal|Colorado|08|Jackson|057|Cowdrey|10/13/1978|||||404545N|1061706W|40.7624762|-106.2850259|||0.0|0.0
169462|North Sterling Lateral Number 19|Canal|Colorado|08|Logan|075|Padroni|10/13/1978|||||404640N|1030749W|40.7777659|-103.1302025|||0.0|0.0
169463|McKinley Ditch Number 2|Canal|Colorado|08|Routt|107|Slide Mountain|10/13/1978|||||403840N|1071522W|40.6444165|-107.2561696|||0.0|0.0
169464|Trout Creek Ditch Number 4|Canal|Colorado|08|Routt|107|Cow Creek|10/13/1978|||||402250N|1065752W|40.3805338|-106.9644952|||0.0|0.0
169465|Koll Ditch Number 1|Canal|Colorado|08|Routt|107|Oak Creek|10/13/1978|||||401925N|1065956W|40.3235903|-106.9989398|||0.0|0.0
169467|Peterson Ditch Number 1|Canal|Colorado|08|Jackson|057|Delaney Butte|10/13/1978|||||403740N|1062317W|40.6277559|-106.3880857|||0.0|0.0
169468|Oklahoma Ditch Number 1|Canal|Colorado|08|Jackson|057|MacFarlane Reservoir|10/13/1978|||||403650N|1061712W|40.6138673|-106.2866934|||0.0|0.0
169469|North Park Ditch Number 6|Canal|Colorado|08|Jackson|057|Walden|10/13/1978|||||403740N|1061640W|40.627756|-106.2778041|||0.0|0.0
169470|Staples Ditch Number 1|Canal|Colorado|08|Jackson|057|Teal Lake|10/13/1978|||||403456N|1063012W|40.5822013|-106.5033676|||0.0|0.0
169471|Staples Ditch Number 2|Canal|Colorado|08|Jackson|057|Teal Lake|10/13/1978|||||403630N|1063057W|40.6083117|-106.5158681|||0.0|0.0
169472|Roan Creek Ditch Number 2|Canal|Colorado|08|Mesa|077|De Beque|10/13/1978|||||392110N|1081406W|39.3527566|-108.2350826|||0.0|0.0
169473|Orchard Mesa Canal Number 2|Canal|Colorado|08|Mesa|077|Clifton|10/13/1978|||||390310N|1082502W|39.0527595|-108.4173105|||0.0|0.0
169474|Orchard Mesa Canal Number 1|Canal|Colorado|08|Mesa|077|Clifton|10/13/1978|||||390320N|1082617W|39.0555372|-108.4381445|||0.0|0.0
169475|Anderson Reservoir Number 2|Reservoir|Colorado|08|Mesa|077|Mesa Lakes|10/13/1978|02/06/2019||||390209N|1080727W|39.0358789|-108.1242892|||0.0|0.0
169476|Anderson Reservoir Number 1|Reservoir|Colorado|08|Mesa|077|Lands End|10/13/1978|02/06/2019||||390150N|1080739W|39.0306461|-108.1275174|||0.0|0.0
169477|Sunset Lake Number 2|Reservoir|Colorado|08|Delta|029|Mesa Lakes|10/13/1978|02/06/2019||||390003N|1080018W|39.0007066|-108.0050852|||0.0|0.0
169478|Granby Reservoir Number Twelve|Reservoir|Colorado|08|Delta|029|Hells Kitchen|10/13/1978|09/26/2024||||385955N|1080232W|38.998708|-108.042297|||0.0|0.0
169479|Granby Reservoir Number 11|Reservoir|Colorado|08|Delta|029|Hells Kitchen|10/13/1978|07/23/2020||||385958N|1080205W|38.9994476|-108.034659|||0.0|0.0
169480|Granby Reservoir Number 8|Reservoir|Colorado|08|Delta|029|Mesa Lakes|10/13/1978|02/06/2019||||390000N|1080135W|39.0000207|-108.0262628|||0.0|0.0
169481|Granby Reservoir Number 5|Reservoir|Colorado|08|Delta|029|Mesa Lakes|10/13/1978|07/23/2020||||390002N|1080145W|39.0004738|-108.0290717|||0.0|0.0
169483|Carnahan Ditch Number 1|Canal|Colorado|08|Mesa|077|Porter Mountain|10/13/1978|||||391452N|1074414W|39.2477578|-107.7372824|||0.0|0.0
169484|Leonard Horn Ditch Number 1|Canal|Colorado|08|Eagle|037|Castle Peak|10/13/1978|||||394512N|1064628W|39.7533201|-106.7744818|||0.0|0.0
169485|Peterson Ditch Number 1|Canal|Colorado|08|Eagle|037|The Seven Hermits|10/13/1978|||||393040N|1064508W|39.5110958|-106.7522589|||0.0|0.0
169487|Larimer County Canal Number 2|Canal|Colorado|08|Larimer|069|Fort Collins|10/13/1978|||||403500N|1050622W|40.5833157|-105.1060905|||0.0|0.0
169489|Big Thompson Ditch Number 2|Canal|Colorado|08|Larimer|069|Berthoud|10/13/1978|||||402220N|1050402W|40.3722058|-105.0672023|||0.0|0.0
169490|Highland Reservoir Number 2|Reservoir|Colorado|08|Boulder|013|Carter Lake Reservoir|10/13/1978|02/06/2019||||401506N|1050839W|40.251769|-105.1440445|||0.0|0.0
169491|Leyner Cottonwood Number 1 Ditch|Canal|Colorado|08|Boulder|013|Erie|10/13/1978|||||400220N|1050512W|40.0388736|-105.0866498|||0.0|0.0
169492|Main Canal Number 2|Canal|Colorado|08|Montezuma|083|Trimble Point|10/13/1978|||||373020N|1083342W|37.5055477|-108.56176|||0.0|0.0
169493|Elk Creek Ditch Number 2|Canal|Colorado|08|Pitkin|097|Highland Peak|10/13/1978|||||391439N|1065910W|39.244152|-106.9861558|||0.0|0.0
169495|Burlingame Number 3 Ditch|Canal|Colorado|08|Park|093|Garo|10/13/1978|||||390448N|1055844W|39.079993|-105.9789037|||0.0|0.0
169496|Greeley Number 3 Ditch|Canal|Colorado|08|Weld|123|Greeley|10/13/1978|||||402600N|1044352W|40.4333141|-104.7310777|||0.0|0.0
169497|Medow Island Ditch Number 1|Canal|Colorado|08|Weld|123|Platteville|10/13/1978|||||401041N|1045132W|40.1780389|-104.8588622|||0.0|0.0
169500|Bowles Reservoir Number One|Reservoir|Colorado|08|Jefferson|059|Littleton|10/13/1978|10/31/2019|Official|Board Decision|02/08/1962|393720N|1050439W|39.6223488|-105.0775543|||0.0|0.0
169501|North Sterling Lateral Number 40|Canal|Colorado|08|Logan|075|Haystack Butte|10/13/1978|||||405310N|1025429W|40.8861006|-102.907974|||0.0|0.0
169502|North Sterling Lateral Number 42|Canal|Colorado|08|Logan|075|Haystack Butte|10/13/1978|||||405340N|1025322W|40.8944339|-102.8893624|||0.0|0.0
169503|Harmony Ditch Number 1|Canal|Colorado|08|Logan|075|Twin Buttes|10/13/1978|05/22/2018||||405244N|1024752W|40.8788796|-102.7976931|||0.0|0.0
169504|Harmony Ditch Number 2|Canal|Colorado|08|Logan|075|Proctor|10/13/1978|05/22/2018||||405030N|1025342W|40.8416571|-102.8949178|||0.0|0.0
169505|Harmony Ditch Number 3|Canal|Colorado|08|Logan|075|Crook|10/13/1978|||||405100N|1024802W|40.8499912|-102.8004707|||0.0|0.0
169506|Sterling Number 2 Ditch|Canal|Colorado|08|Logan|075|Sterling North|10/13/1978|||||403900N|1031153W|40.6499863|-103.1979858|||0.0|0.0
169508|Moore Reservoir Number 4|Reservoir|Colorado|08|Morgan|087|Hoyt|10/13/1978|06/12/2020||||400026N|1040051W|40.0071978|-104.0141238|||0.0|0.0
169509|Barney Bird Reservoir Number One|Reservoir|Colorado|08|Douglas|035|Russellville Gulch|10/13/1978|02/06/2019||||392228N|1044454W|39.374547|-104.7482539|||0.0|0.0
169510|Road Canyon Reservoir Number Two|Reservoir|Colorado|08|Hinsdale|053|Hermit Lakes|10/13/1978|09/29/2024||||374504N|1071131W|37.751122|-107.192015|||0.0|0.0
169512|East River Number 1 Ditch|Canal|Colorado|08|Gunnison|051|Cement Mountain|10/13/1978|||||384612N|1065207W|38.7699934|-106.8686513|||0.0|0.0
169513|Rio Grande Lateral Number 5A|Canal|Colorado|08|Saguache|109|Sevenmile Plaza|10/13/1978|||||374402N|1061236W|37.7338908|-106.2100299|||0.0|0.0
169515|Shellabarger Ditch Number 2|Canal|Colorado|08|Saguache|109|Mirage|10/13/1978|||||380039N|1055152W|38.0108325|-105.8644589|||0.0|0.0
169516|Martin Ditch Number 2|Canal|Colorado|08|Huerfano|055|Black Hills|10/13/1978|||||374357N|1045921W|37.7325098|-104.9891598|||0.0|0.0
169517|Sangre de Cristo Ditch Number 3|Canal|Colorado|08|Conejos|021|Fort Garland|10/13/1978|||||372300N|1052636W|37.3833429|-105.4433451|||0.0|0.0
169518|San Acacio Stock Ditch Number 2|Canal|Colorado|08|Costilla|023|San Acacio|10/13/1978|||||371128N|1053202W|37.1911257|-105.5339018|||0.0|0.0
169519|San Acacio Stock Ditch Number 1|Canal|Colorado|08|Costilla|023|San Acacio|10/13/1978|||||371203N|1053112W|37.2008477|-105.5200127|||0.0|0.0
169520|Cerro Ditch Number 1|Canal|Colorado|08|Costilla|023|San Luis|10/13/1978|||||371040N|1052253W|37.1777938|-105.3814005|||0.0|0.0
169521|Maxwell Ditch Number 19 and 20|Canal|Colorado|08|Las Animas|071|Torres|10/13/1978|||||370649N|1050202W|37.1136317|-105.0338903|||0.0|0.0
169522|Taos Valley Ditch Number 2|Canal|Colorado|08|Conejos|021|Kiowa Hill|10/13/1978|||||370215N|1055002W|37.0375161|-105.833906|||0.0|0.0
169523|Taos Valley Ditch Number 1|Canal|Colorado|08|Conejos|021|La Segita Peaks NE|10/13/1978|||||365950N|1055052W|36.9972392|-105.8477946|||0.0|0.0
169524|Braiien Ditch Number 3|Canal|Colorado|08|Conejos|021|Lobatos|10/13/1978|||||370454N|1055252W|37.0816809|-105.88113|||0.0|0.0
169525|Valley Reservoir Number 2|Reservoir|Colorado|08|El Paso|041|Manitou Springs|10/13/1978|10/12/2018||||385157N|1045232W|38.8657952|-104.8755622|||0.0|0.0
169526|Valley Reservoir Number One|Reservoir|Colorado|08|El Paso|041|Manitou Springs|10/13/1978|09/26/2024||||385224N|1045236W|38.873444|-104.876647|||0.0|0.0
169527|Hanover Ditch Number 1|Canal|Colorado|08|El Paso|041|Fountain SE|10/13/1978|||||383530N|1043028W|38.5916651|-104.5077464|||0.0|0.0
169528|Nepesta Reservoir Number 5|Reservoir|Colorado|08|Pueblo|101|Chicos Well|10/13/1978|10/12/2018||||380517N|1041508W|38.0879279|-104.2523438|||0.0|0.0
169529|Vigil and Saint Vrain Number 6|Civil|Colorado|08|Pueblo|101|Graneros Flats|10/13/1978|||||375247N|1044029W|37.8797317|-104.6747028|||0.0|0.0
169531|McKinley Mountain|Ridge|Colorado|08|Custer|027|Mount Tyndall|07/01/1990|08/04/2021|Official|Board Decision|01/01/1974|381421N|1051816W|38.2391837|-105.3045669|||0.0|0.0
169533|Carr|Populated Place|Colorado|08|Weld|123|Carr East|10/13/1978|06/07/2022||||405346N|1045230W|40.8960939|-104.8749699|||0.0|0.0
169534|Fairplay|Populated Place|Colorado|08|Park|093|Fairplay West|10/13/1978|06/07/2022|Official|Board Decision|01/01/1891|391329N|1060007W|39.2247126|-106.0019618|||0.0|0.0
169542|Coffeepot Park|Flat|Colorado|08|Eagle|037|Nast|10/13/1978|12/14/2017||||392230N|1063431W|39.3749717|-106.5753851|||0.0|0.0
169547|Patterson Reservoirs|Reservoir|Colorado|08|Delta|029|Gray Reservoir|10/13/1978|08/13/2018||||385745N|1074451W|38.9624983|-107.7475412|||0.0|0.0
169550|Hermit Lakes|Reservoir|Colorado|08|Hinsdale|053|Hermit Lakes|10/13/1978|02/06/2019|Official|Board Decision|01/01/1985|374752N|1071419W|37.7976475|-107.2387131|||0.0|0.0
169551|Soro Park|Flat|Colorado|08|Saguache|109|Elk Park|10/13/1978||Official|Board Decision|01/01/1968|380720N|1065002W|38.1222173|-106.8339306|||0.0|0.0
169559|Browns Park|Flat|Colorado|08|Moffat|081|Lodore School|10/13/1978|||||404955N|1085647W|40.8319055|-108.9465067|||0.0|0.0
169560|Gibson Blair Ditch|Canal|Colorado|08|Moffat|081|Thornburgh Gulch|10/13/1978|||||405950N|1074524W|40.997187|-107.7567393|||0.0|0.0
169564|Link Creek|Stream|Colorado|08|Larimer|069|Glendevey|10/13/1978||Official|Board Decision|01/01/1970|404657N|1055319W|40.7824787|-105.8886203|404400N|1055702W|40.7333121|-105.950568
169565|Johnson Ditch|Canal|Colorado|08|Jackson|057|Lake John|10/13/1978|||||404645N|1062246W|40.7791421|-106.3794736|||0.0|0.0
169566|Yampa River|Stream|Colorado|08|Moffat|081|Canyon of Lodore South|10/13/1978|04/01/2011|Official|Board Decision|01/01/1975|403144N|1085903W|40.5288528|-108.9842847|400930N|1065359W|40.1583169|-106.8997691
169568|Hooker Mountain|Summit|Colorado|08|Routt|107|Hooker Mountain|10/13/1978|06/27/2019||||403358N|1071114W|40.566078|-107.1872685|||0.0|0.0
169569|Road Spring|Spring|Colorado|08|Jackson|057|Owl Ridge|10/13/1978|||||403007N|1061001W|40.5019251|-106.1669676|||0.0|0.0
169571|The Flat Tops|Area|Colorado|08|Garfield|045|Big Marvine Peak|10/13/1978|06/02/2009|Official|Board Decision|08/12/1976|395545N|1071817W|39.9291485|-107.3047779|||0.0|0.0
169572|Mineota Ditch|Canal|Colorado|08|Garfield|045|New Castle|10/13/1978|||||393156N|1073719W|39.5322028|-107.6220025|||0.0|0.0
169574|Grand Mesa|Area|Colorado|08|Mesa|077|Grand Mesa|10/13/1978|||||390400N|1075612W|39.0666469|-107.9367335|||0.0|0.0
169579|Ute Mountain Reservation|Civil|Colorado|08|Montezuma|083|Tanner Mesa|10/13/1978|03/21/2023||||370614N|1083946W|37.1039166|-108.6627197|||0.0|0.0
169580|Chapman Gulch|Valley|Colorado|08|Pitkin|097|Meredith|10/13/1978|10/23/2017||||391815N|1063815W|39.3042259|-106.6375083|391252N|1063718W|39.2143124|-106.6217748
169581|Crow Creek|Stream|Colorado|08|Weld|123|Barnesville|10/13/1978|07/26/2019||||402311N|1042935W|40.3863698|-104.4930115|411019N|1050451W|41.1719262|-105.080808
169582|Riverside Intake Canal|Canal|Colorado|08|Weld|123|Sunken Lake|10/13/1978|||||402430N|1040301W|40.4083176|-104.0502284|||0.0|0.0
169585|Southern Ute Reservation|Civil|Colorado|08|La Plata|067|Ignacio|10/13/1978|03/21/2023||||370629N|1073837W|37.1079839|-107.6437091|||0.0|0.0
169586|Glade Park|Populated Place|Colorado|08|Mesa|077|Glade Park|10/13/1978|06/07/2022||||385937N|1084427W|38.9935939|-108.7409329|||0.0|0.0
169587|San Miguel River|Stream|Colorado|08|Montrose|085|Red Canyon|10/13/1978|08/13/2019||||382248N|1084812W|38.3799891|-108.8034339|375537N|1074633W|37.9269387|-107.7758954
169593|Elwood Creek|Stream|Colorado|08|Rio Grande|105|Elwood Pass|10/13/1978||Official|Board Decision|01/01/1967|372438N|1064248W|37.4105634|-106.7133725|372423N|1063842W|37.4063889|-106.645
169594|Tierra Amarilla Grant|Civil|Colorado|08|Archuleta|007|Chama Peak|10/13/1978|||||370500N|1063732W|37.0833431|-106.6255904|||0.0|0.0
169596|Sangre de Cristo Grant|Civil|Colorado|08|Costilla|023|San Luis|08/31/1992|||||371230N|1052732W|37.2083478|-105.4589013|||0.0|0.0
169597|Beaubien and Miranda Grant|Civil|New Mexico|35|Colfax|007|Dawson|08/31/1992|||||364124N|1044919W|36.6900325|-104.8219412|||0.0|0.0
169600|Fort Lyon Storage Canal|Canal|Colorado|08|Bent|011|Meredith Hill|10/13/1978|||||380744N|1033142W|38.1288957|-103.5282745|||0.0|0.0
169601|Fort Lyon Canal|Canal|Colorado|08|Bent|011|Tree Top Ranch|10/13/1978|||||380802N|1030412W|38.1338953|-103.0699258|||0.0|0.0
169608|Uncompahgre Plateau|Plain|Colorado|08|Montrose|085|Davis Point|07/01/1992|||||382231N|1080733W|38.3752656|-108.1259064|||0.0|0.0
169610|West Fork Cherokee Creek|Stream|Colorado|08|Moffat|081|Rotten Springs|11/07/2023|11/07/2023||||410006N|1080028W|41.001569|-108.007879|410304N|1080627W|41.051233|-108.107615
169611|Whiskey Draw|Valley|Wyoming|56|Sweetwater|037|Scrivner Butte|10/13/1978|12/14/2017||||410050N|1084912W|41.013808|-108.8199869|405944N|1085054W|40.9954756|-108.8482621
169613|Birdie Gulch|Valley|Wyoming|56|Sweetwater|037|Scrivner Butte|10/13/1978|12/14/2017||||410045N|1085047W|41.0126319|-108.8463447|405911N|1085457W|40.986464|-108.9157264
169614|Little Red Creek|Stream|Wyoming|56|Sweetwater|037|Red Creek Ranch|10/13/1978|11/14/2007||||410346N|1090554W|41.0627778|-109.0983333|405948N|1090015W|40.996626|-109.0042859
169615|Battle Creek|Populated Place|Colorado|08|Routt|107|Cottonwood Rim|10/13/1978|06/07/2022||||410005N|1071442W|41.0013545|-107.2450576|||0.0|0.0
169616|Butter Lake|Reservoir|Colorado|08|Routt|107|Fly Creek|10/13/1978|02/07/2019||||405848N|1071646W|40.9801087|-107.2794026|||0.0|0.0
169617|Coal Bank Draw|Valley|Colorado|08|Moffat|081|Fly Creek|10/13/1978|04/22/2016||||405937N|1071934W|40.9935234|-107.3262165|405853N|1071929W|40.9813447|-107.3246534
169618|Kilgore Gulch|Valley|Colorado|08|Moffat|081|Fly Creek|10/13/1978|04/22/2016||||405934N|1071953W|40.9927339|-107.3312849|405817N|1072026W|40.971453|-107.3405706
169619|Lower Cogdill Lake|Reservoir|Colorado|08|Moffat|081|Fly Creek|10/13/1978|02/07/2019||||405817N|1071957W|40.9714014|-107.3324669|||0.0|0.0
169620|Upper Cogdill Lake|Reservoir|Colorado|08|Moffat|081|Fly Creek|10/13/1978|02/07/2019||||405807N|1072012W|40.9685716|-107.3367126|||0.0|0.0
169621|Cold Spring|Spring|Colorado|08|Moffat|081|Fly Creek|10/13/1978|04/18/2011||||405754N|1071935W|40.9650046|-107.3263102|||0.0|0.0
169622|Tree Culture Gulch|Valley|Colorado|08|Routt|107|Fly Creek|08/31/1992|04/22/2016||||405942N|1071603W|40.9951294|-107.2676231|405840N|1071731W|40.9777925|-107.2919123
169623|Government Corral Creek|Stream|Colorado|08|Moffat|081|Fly Creek|10/13/1978|||||405837N|1071850W|40.9769104|-107.3139484|405725N|1072010W|40.9569444|-107.3361111
169624|Duck Lake|Lake|Colorado|08|Routt|107|Fly Creek|10/13/1978|02/07/2019||||405645N|1071526W|40.9458079|-107.2571703|||0.0|0.0
169625|Yahoo Mountain|Summit|Colorado|08|Routt|107|Fly Creek|10/13/1978|06/18/2019||||405638N|1071607W|40.9439626|-107.2684882|||0.0|0.0
169626|Bible Back Mountain|Summit|Colorado|08|Moffat|081|Fly Creek|10/13/1978|03/31/2020||||405646N|1072118W|40.9461824|-107.3549854|||0.0|0.0
169627|Camel Back Mountain|Summit|Colorado|08|Moffat|081|Fly Creek|10/13/1978|06/18/2019||||405647N|1072026W|40.9462819|-107.3405584|||0.0|0.0
169628|Deadman Draw|Valley|Colorado|08|Routt|107|Fly Creek|10/13/1978|04/22/2016||||405710N|1071750W|40.9529088|-107.2973557|405636N|1071950W|40.9432742|-107.3304695
169629|Long Mountain|Summit|Colorado|08|Moffat|081|Fly Creek|10/13/1978|06/18/2019||||405528N|1071918W|40.9244698|-107.3217372|||0.0|0.0
169630|Larson Reservoir|Reservoir|Colorado|08|Routt|107|Fly Creek|10/13/1978|11/20/2019||||405401N|1071704W|40.9002968|-107.2843209|||0.0|0.0
169631|Slater Creek Lake|Lake|Colorado|08|Routt|107|Fly Creek|10/13/1978|02/07/2019||||405357N|1071819W|40.8990744|-107.3052474|||0.0|0.0
169632|Pat Creek|Stream|Colorado|08|Routt|107|Fly Creek|10/13/1978|||||405408N|1071820W|40.9021897|-107.305615|405322N|1071608W|40.8894444|-107.2688889
169633|Skunk Creek|Stream|Colorado|08|Routt|107|Fly Creek|10/13/1978|||||405235N|1071823W|40.8763569|-107.3064484|405235N|1071820W|40.8763889|-107.3055556
169634|Roaring Fork|Stream|Colorado|08|Moffat|081|Fly Creek|10/13/1978|||||405248N|1071900W|40.8799679|-107.3167264|404801N|1075308W|40.800245|-107.8856333
169635|Cataract Creek|Stream|Colorado|08|Moffat|081|Fly Creek|10/13/1978|||||405305N|1072017W|40.8846899|-107.3381159|404951N|1072216W|40.8308019|-107.3711725
